,HITId,AssignmentId,WorkerId,WorkTimeInSeconds,LifetimeApprovalRate,Input.prompt,Input.response,Input.aspect,Input.definition,Input.setting,Answer.Others,Approve,Reject,Score,3Score
194,33CLA8O0NRYZ3QB4ERBU094QSKLRFG,3VA45EW49XA83INA52K76WQF5PKO1H,AKQAI78JTXXC9,93,100% (149/149),Write a <b>humorous</b> passage about love:,"The first time I saw her, I was in love. I was in love with her eyes, her smile, her hair, her laugh, her voice, her laugh, her laugh, her laugh, and her laugh. I was in love with her laugh.<br><br>The second time I saw her, I was still in love. I was in love, but I was also in love. I was in love. I was also in love. I had been in love. I was in love and I was in love. I was still in love. I had been in and I was in love.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT,repetitive,,,-1,-1
195,3NZ1E5QA78OKLM1QCICVEI89L45B55,3E4GGUZ1TIEW2CKRQESS4YJBDQQ2KU,A3JZS32RQUWGJM,82,0% (0/0),Write a <b>humorous</b> passage about love:,"The man was a fool. He was a fool for love. He was a fool for love, and he was a fool for love, and she was a fool for love, and they were fools for love, and they were fools, and they were fools, and she was a fool, and he was a fool, and they were fools, and he was a fool, for love.<br><br>The man was a fool for love. He loved her. He loved her, and he loved her, and he loved her. He loved her, but he loved her, and he loved him, and he loved him,",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT,"Grammatical errors, a lot of repetition",,,-1,-1
196,3NZ1E5QA78OKLM1QCICVEI89L45B55,3XM0HYN6NUMP8JTNWQS12GEZ43CPEA,A3P9TM5PRYBH90,445,100% (31/31),Write a <b>humorous</b> passage about love:,"The man was a fool. He was a fool for love. He was a fool for love, and he was a fool for love, and she was a fool for love, and they were fools for love, and they were fools, and they were fools, and she was a fool, and he was a fool, and they were fools, and he was a fool, for love.<br><br>The man was a fool for love. He loved her. He loved her, and he loved her, and he loved her. He loved her, but he loved her, and he loved him, and he loved him,",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT,Extremely repetitive.,,,1,1
197,3NZ1E5QA78OKLM1QCICVEI89L45B55,33CKWXB73T7N7QG9Z0MWU0D7CEE11B,A3PUUVUDORJS8W,128,100% (128/128),Write a <b>humorous</b> passage about love:,"The man was a fool. He was a fool for love. He was a fool for love, and he was a fool for love, and she was a fool for love, and they were fools for love, and they were fools, and they were fools, and she was a fool, and he was a fool, and they were fools, and he was a fool, for love.<br><br>The man was a fool for love. He loved her. He loved her, and he loved her, and he loved her. He loved her, but he loved her, and he loved him, and he loved him,",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT,,,,-2,-1
198,3ZVPAMTJXWQ5HQ7ZPBHCIU42TZLRGF,3RU7GD8VPYGQI2Y5XLC6RXIE5UKSPD,A2CFI1X8OKYIL2,319,100% (66/66),Write a <b>humorous</b> passage about love:,"Love is a many-splendored thing.<br><br>Love is a many-faceted thing.<br><br>Love is a thing that can be many-sided.<br><br>Love is a thing with many sides.<br><br>Love is a thing.<br><br>Love is a word.<br><br>Love is a concept.<br><br>Love is a thing, a concept, a word.<br><br>Love is an idea.<br><br>Love is a thing of many sides.<br><br>Love is an idea, a concept, a word. Love is a thing, a concept, an idea, a word.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT,,,,-2,-1
199,3ZVPAMTJXWQ5HQ7ZPBHCIU42TZLRGF,3AWETUDC9CFV2SXFFIGUETE56VUIZ1,A36QGCT3MMXC4Q,111,100% (4/4),Write a <b>humorous</b> passage about love:,"Love is a many-splendored thing.<br><br>Love is a many-faceted thing.<br><br>Love is a thing that can be many-sided.<br><br>Love is a thing with many sides.<br><br>Love is a thing.<br><br>Love is a word.<br><br>Love is a concept.<br><br>Love is a thing, a concept, a word.<br><br>Love is an idea.<br><br>Love is a thing of many sides.<br><br>Love is an idea, a concept, a word. Love is a thing, a concept, an idea, a word.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT,There might be a little humor included in the lines but the line about many sides and facets is very repetitive.,,,1,1
200,3ZVPAMTJXWQ5HQ7ZPBHCIU42TZLRGF,3HL8HNGX4FOWMADCACGAY8ZKB0G9FO,A3PUUVUDORJS8W,316,100% (128/128),Write a <b>humorous</b> passage about love:,"Love is a many-splendored thing.<br><br>Love is a many-faceted thing.<br><br>Love is a thing that can be many-sided.<br><br>Love is a thing with many sides.<br><br>Love is a thing.<br><br>Love is a word.<br><br>Love is a concept.<br><br>Love is a thing, a concept, a word.<br><br>Love is an idea.<br><br>Love is a thing of many sides.<br><br>Love is an idea, a concept, a word. Love is a thing, a concept, an idea, a word.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT,Very repetitive and not funny,,,-2,-1
201,33BFF6QPJAY9VACXTQKYMZNAH9VW3F,3TEM0PF1QFKHSWB3JA2RHXV6WJA0DW,A2ICS8FOBVLLRP,41,100% (3/3),Write a <b>humorous</b> passage about love:,Love is like a roller coaster.<br><br>It is full of ups and downs.<br><br>It is a very thrilling ride.<br><br>It is a very scary ride.<br><br>It is a ride that you will never forget.<br><br>It is a ride you will never want to forget.<br><br>It is a very long ride.<br><br>It is a short ride.<br><br>It is a long ride that you will never forget. It is a short ride that you will never want to forget. It is a long ride that you will want to forget.<br><br>It has many twists and turns.,Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT,It is a short ride that you will never want to forget.,,,1,1
202,33BFF6QPJAY9VACXTQKYMZNAH9VW3F,3LEP4MGT3QNICJEDHQZG1ERPNN3BDP,A3PUUVUDORJS8W,414,100% (128/128),Write a <b>humorous</b> passage about love:,Love is like a roller coaster.<br><br>It is full of ups and downs.<br><br>It is a very thrilling ride.<br><br>It is a very scary ride.<br><br>It is a ride that you will never forget.<br><br>It is a ride you will never want to forget.<br><br>It is a very long ride.<br><br>It is a short ride.<br><br>It is a long ride that you will never forget. It is a short ride that you will never want to forget. It is a long ride that you will want to forget.<br><br>It has many twists and turns.,Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT,,,,1,1
203,33BFF6QPJAY9VACXTQKYMZNAH9VW3F,3VHP9MDGRX7YK8KFMWQ10Y0SHLFFC7,AKQAI78JTXXC9,327,100% (149/149),Write a <b>humorous</b> passage about love:,Love is like a roller coaster.<br><br>It is full of ups and downs.<br><br>It is a very thrilling ride.<br><br>It is a very scary ride.<br><br>It is a ride that you will never forget.<br><br>It is a ride you will never want to forget.<br><br>It is a very long ride.<br><br>It is a short ride.<br><br>It is a long ride that you will never forget. It is a short ride that you will never want to forget. It is a long ride that you will want to forget.<br><br>It has many twists and turns.,Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT,repetitive,,,-1,-1
204,3M4KL7H8L4AFRSJCF4TB0C90VNP16S,3HUTX6F6V4AFS356O6KLBF0KXVQO2Q,A2CFI1X8OKYIL2,458,100% (66/66),Write a passage about love that makes the reader feel <b>fearful</b>:,"“I love you,” he said. “I love you,” she said. “I love you.”<br><br>The words were spoken in a whisper, but they echoed in the room.<br><br>“I love you.” “I love you.’<br><br>The words were spoken in unison, but they were not the same.<br><br>“I love…” “I love…”<br><br>The words were the same, but they were not spoken in unison.<br><br>“I love.” “I love",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,Too much redundance,,,-2,-1
205,3M4KL7H8L4AFRSJCF4TB0C90VNP16S,3DYGAII7PVVE5MJS5HN1WX3DN69PQV,A35TF71Q0XO0PH,345,100% (16/16),Write a passage about love that makes the reader feel <b>fearful</b>:,"“I love you,” he said. “I love you,” she said. “I love you.”<br><br>The words were spoken in a whisper, but they echoed in the room.<br><br>“I love you.” “I love you.’<br><br>The words were spoken in unison, but they were not the same.<br><br>“I love…” “I love…”<br><br>The words were the same, but they were not spoken in unison.<br><br>“I love.” “I love",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,inconsistency,,,-1,-1
206,3M4KL7H8L4AFRSJCF4TB0C90VNP16S,33C7UALJVVL5IQ0UYLVB9A0FQKD81V,AKQAI78JTXXC9,238,100% (149/149),Write a passage about love that makes the reader feel <b>fearful</b>:,"“I love you,” he said. “I love you,” she said. “I love you.”<br><br>The words were spoken in a whisper, but they echoed in the room.<br><br>“I love you.” “I love you.’<br><br>The words were spoken in unison, but they were not the same.<br><br>“I love…” “I love…”<br><br>The words were the same, but they were not spoken in unison.<br><br>“I love.” “I love",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,repetitive and truncated,,,-1,-1
207,3566S7OX6M6YVSXHYEY36Q9WQY917R,3XLBSAQ9ZEZYD8GJWRCXN4OWSFP7Z1,A2ICS8FOBVLLRP,42,100% (3/3),Write a passage about love that makes the reader feel <b>fearful</b>:,“I am not afraid of the dark. I am afraid of what is in the dark.”<br><br>“I am not scared of the dark. I am scared of what is in the dark. I am scared of the things that are in the dark. I am scared that I might see something that I do not want to see. I am scared that I might hear something that I do not want to hear. I am scared that I might feel something that I do not want to feel. I am scared that I might smell something that I do not want to smell.,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,I am scared that I might hear something that I do not want to hear,,,1,1
208,3566S7OX6M6YVSXHYEY36Q9WQY917R,39JEC75374ONG565MBV5IK3E5F9CVY,A35TF71Q0XO0PH,346,100% (16/16),Write a passage about love that makes the reader feel <b>fearful</b>:,“I am not afraid of the dark. I am afraid of what is in the dark.”<br><br>“I am not scared of the dark. I am scared of what is in the dark. I am scared of the things that are in the dark. I am scared that I might see something that I do not want to see. I am scared that I might hear something that I do not want to hear. I am scared that I might feel something that I do not want to feel. I am scared that I might smell something that I do not want to smell.,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,unverified facts,,,-1,-1
209,3566S7OX6M6YVSXHYEY36Q9WQY917R,37TD41K0ARW7ODP1SGQ07XJ76B6CSK,AKQAI78JTXXC9,309,100% (149/149),Write a passage about love that makes the reader feel <b>fearful</b>:,“I am not afraid of the dark. I am afraid of what is in the dark.”<br><br>“I am not scared of the dark. I am scared of what is in the dark. I am scared of the things that are in the dark. I am scared that I might see something that I do not want to see. I am scared that I might hear something that I do not want to hear. I am scared that I might feel something that I do not want to feel. I am scared that I might smell something that I do not want to smell.,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,,,,-2,-1
210,3HUR21WDE3CP0DEBSG9AECXUZCWYXG,3AQF3RZ55I594RBEC5DYEY8ILZ46F6,A1B13TN1OQRI0K,357,0% (0/0),Write a passage about love that makes the reader feel <b>fearful</b>:,I love you.<br><br>I love you.<br>I love you.<br><br>You love me.<br><br>You love me. You love me.,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,The response is more so a poem rather than a passage.,,,-1,-1
211,3HUR21WDE3CP0DEBSG9AECXUZCWYXG,39DD6S19JZYJMNVTJZQ3TEGDE2UZEG,AGA1PIIWM8I8D,119,0% (0/0),Write a passage about love that makes the reader feel <b>fearful</b>:,I love you.<br><br>I love you.<br>I love you.<br><br>You love me.<br><br>You love me. You love me.,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,It's just repeating the same thing,,,-2,-1
212,3HUR21WDE3CP0DEBSG9AECXUZCWYXG,3YDGXNSEO9HMAPXDL3ED787I24I843,AKQAI78JTXXC9,315,100% (149/149),Write a passage about love that makes the reader feel <b>fearful</b>:,I love you.<br><br>I love you.<br>I love you.<br><br>You love me.<br><br>You love me. You love me.,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,,,,-2,-1
213,33K3E8REX5IAL7NTFCBGFZ9S6XU8XD,34PGFRQONYYN38CGMDHNRQZN28QJWZ,A35TF71Q0XO0PH,71,100% (16/16),Write a passage about love that makes the reader feel <b>fearful</b>:,"I love you, I love you, I love you. I love you so much that I am afraid. I am afraid that I will lose you. I am afraid that you will leave me. I am afraid that I will never see you again. I am afraid that I will die before I get to tell you how much I love you. I am afraid that I will be the cause of your death. I am afraid that I will not be able to protect you. I am afraid that I am not good enough for you. I am afraid that you are not good enough for me.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,unverified facts,,,1,1
214,33K3E8REX5IAL7NTFCBGFZ9S6XU8XD,3U8YCDAGXZ3BH5F8OW8BHW25FYO0QQ,AKQAI78JTXXC9,301,100% (149/149),Write a passage about love that makes the reader feel <b>fearful</b>:,"I love you, I love you, I love you. I love you so much that I am afraid. I am afraid that I will lose you. I am afraid that you will leave me. I am afraid that I will never see you again. I am afraid that I will die before I get to tell you how much I love you. I am afraid that I will be the cause of your death. I am afraid that I will not be able to protect you. I am afraid that I am not good enough for you. I am afraid that you are not good enough for me.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,,,,0,0
215,33K3E8REX5IAL7NTFCBGFZ9S6XU8XD,3X0H8UUITBBG2BV697Q1JRQAYR1WSQ,ANHDHJMXXH1O3,144,0% (0/0),Write a passage about love that makes the reader feel <b>fearful</b>:,"I love you, I love you, I love you. I love you so much that I am afraid. I am afraid that I will lose you. I am afraid that you will leave me. I am afraid that I will never see you again. I am afraid that I will die before I get to tell you how much I love you. I am afraid that I will be the cause of your death. I am afraid that I will not be able to protect you. I am afraid that I am not good enough for you. I am afraid that you are not good enough for me.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,passage,,,1,1
216,3GKAWYFRBYGHTTHTATCF7E1QFPIDP0,3W92K5RLW442HKXQ718X4EX4DYNV59,A35TF71Q0XO0PH,259,100% (16/16),Write a passage about love that makes the reader feel <b>fearful</b>:,"The boy was a stranger to her. She had never seen him before. He was a handsome young man, with a strong, muscular body. He had a broad chest and a strong back. He was tall and had a long, thick neck. His hair was black and wavy. His eyes were brown and full of fire. He had a long, pointed nose and a firm chin. He was a handsome young man.<br><br>She was a beautiful young woman. She had long, black hair. Her eyes were brown and full of fire, like his. She had a long, pointed nose and firm chin.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,unverified facts,,,1,1
217,3GKAWYFRBYGHTTHTATCF7E1QFPIDP0,3YHH42UU5L20Q8ZVWR0F0A3B5S60L6,AKQAI78JTXXC9,242,100% (149/149),Write a passage about love that makes the reader feel <b>fearful</b>:,"The boy was a stranger to her. She had never seen him before. He was a handsome young man, with a strong, muscular body. He had a broad chest and a strong back. He was tall and had a long, thick neck. His hair was black and wavy. His eyes were brown and full of fire. He had a long, pointed nose and a firm chin. He was a handsome young man.<br><br>She was a beautiful young woman. She had long, black hair. Her eyes were brown and full of fire, like his. She had a long, pointed nose and firm chin.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,,,,-1,-1
218,3GKAWYFRBYGHTTHTATCF7E1QFPIDP0,31IBVUNM92MUJHQFDDL6QQOH2S3VFU,ALDKDKRBR4LXD,174,100% (46/46),Write a passage about love that makes the reader feel <b>fearful</b>:,"The boy was a stranger to her. She had never seen him before. He was a handsome young man, with a strong, muscular body. He had a broad chest and a strong back. He was tall and had a long, thick neck. His hair was black and wavy. His eyes were brown and full of fire. He had a long, pointed nose and a firm chin. He was a handsome young man.<br><br>She was a beautiful young woman. She had long, black hair. Her eyes were brown and full of fire, like his. She had a long, pointed nose and firm chin.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,There was nothing in it that was scary at all.,,,-2,-1
219,3WA2XVDZFV4EBTDORSOQ7WSUKWT6EG,3CFJTT4SX3DCIIR9WNOBN9L6W2EI76,A2CFI1X8OKYIL2,443,100% (66/66),Write a passage about love that makes the reader feel <b>fearful</b>:,"“I’m not sure I’m ready for this,” she said.<br><br>“You’re ready,” he said.<br><br>“I’ve never been ready for anything in my life.”<br><br>“You’ll be fine.”<br><br>“I’ll be fine?”<br><br>“You will be fine.”<br><br>She took a deep breath. “I’m scared.”<br><br>“Of what?”<br><br>“Of you.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,I don't know what she's scared of,,,-1,-1
220,3WA2XVDZFV4EBTDORSOQ7WSUKWT6EG,3634BBTX0YHPXB6FE6MNB1YNUQ2IFF,A3PUUVUDORJS8W,130,100% (128/128),Write a passage about love that makes the reader feel <b>fearful</b>:,"“I’m not sure I’m ready for this,” she said.<br><br>“You’re ready,” he said.<br><br>“I’ve never been ready for anything in my life.”<br><br>“You’ll be fine.”<br><br>“I’ll be fine?”<br><br>“You will be fine.”<br><br>She took a deep breath. “I’m scared.”<br><br>“Of what?”<br><br>“Of you.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,The word love is not directly mentioned but it does seem to be about a relationship.,,,1,1
221,3WA2XVDZFV4EBTDORSOQ7WSUKWT6EG,3FIUS151D5PHFKWFZ2S28ALJGSJGGT,ABELRDZPHS45K,393,0% (0/0),Write a passage about love that makes the reader feel <b>fearful</b>:,"“I’m not sure I’m ready for this,” she said.<br><br>“You’re ready,” he said.<br><br>“I’ve never been ready for anything in my life.”<br><br>“You’ll be fine.”<br><br>“I’ll be fine?”<br><br>“You will be fine.”<br><br>She took a deep breath. “I’m scared.”<br><br>“Of what?”<br><br>“Of you.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,unverified facts,,,1,1
222,3MYASTQBHGY2T5I8A6R47JR0KL4DQR,30BUDKLTXNILF9B4CBJN4A9ID3PE5R,A173A97OFDAX9F,21,100% (5/5),Write a passage about love that makes the reader feel <b>fearful</b>:,"“Love is a dangerous thing. It will crush you if you trust it. But without it you can never be whole. Love crucifies, but love saves. We will either be saved together with love, or damned alone without it.”<br><br>“I have loved the stars too fondly to be fearful of the night.”<br><br>“Love is a temporary madness. It erupts like an earthquake and then subsides. And when it subsides you have to make a decision. You have to work out whether your roots have so entwined together that it is inconceivable that you",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,none,,,2,1
223,3MYASTQBHGY2T5I8A6R47JR0KL4DQR,39LOEL67O2S1STE9LP9UX3FCO4M38D,A2CFI1X8OKYIL2,467,100% (66/66),Write a passage about love that makes the reader feel <b>fearful</b>:,"“Love is a dangerous thing. It will crush you if you trust it. But without it you can never be whole. Love crucifies, but love saves. We will either be saved together with love, or damned alone without it.”<br><br>“I have loved the stars too fondly to be fearful of the night.”<br><br>“Love is a temporary madness. It erupts like an earthquake and then subsides. And when it subsides you have to make a decision. You have to work out whether your roots have so entwined together that it is inconceivable that you",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,,,,1,1
224,3MYASTQBHGY2T5I8A6R47JR0KL4DQR,3WSELTNVRDPKAY5IX2ZZB7P58R8ATE,AGA1PIIWM8I8D,325,0% (0/0),Write a passage about love that makes the reader feel <b>fearful</b>:,"“Love is a dangerous thing. It will crush you if you trust it. But without it you can never be whole. Love crucifies, but love saves. We will either be saved together with love, or damned alone without it.”<br><br>“I have loved the stars too fondly to be fearful of the night.”<br><br>“Love is a temporary madness. It erupts like an earthquake and then subsides. And when it subsides you have to make a decision. You have to work out whether your roots have so entwined together that it is inconceivable that you",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,It seems to be a random collection of love quotes,,,1,1
225,37SDSEDIOIP2V6208JQ9KQ5R1IF18E,3AMW0RGHONPT2P60PPVKS388IVQPNC,A35TF71Q0XO0PH,253,100% (16/16),Write a passage about love that makes the reader feel <b>fearful</b>:,I am afraid of love. I am afraid of the way it makes me feel. I am afraid of the way I feel when I am not in love. I am afraid of the person I become when I am in love. I am afraid of how much I love you. I am afraid of how much you love me. I am afraid of how much we love each other. I am afraid of how much love we have for each other. I am afraid of the way we love each other. I am scared of the way we love each other so much. I am afraid of the way you love me.,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,unverified facts,,,1,1
226,37SDSEDIOIP2V6208JQ9KQ5R1IF18E,3HOSI13XH9BBRGCXVMQMW4FPQ8FDDY,A3PUUVUDORJS8W,265,100% (128/128),Write a passage about love that makes the reader feel <b>fearful</b>:,I am afraid of love. I am afraid of the way it makes me feel. I am afraid of the way I feel when I am not in love. I am afraid of the person I become when I am in love. I am afraid of how much I love you. I am afraid of how much you love me. I am afraid of how much we love each other. I am afraid of how much love we have for each other. I am afraid of the way we love each other. I am scared of the way we love each other so much. I am afraid of the way you love me.,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,There is a sense of fear but the extent of the repetition makes the character’s fear feel slightly less immediate to the reader.,,,1,1
227,37SDSEDIOIP2V6208JQ9KQ5R1IF18E,3IFS6Q0HJS6Y1GB1KQMMI0H2JG1SID,ALDKDKRBR4LXD,229,100% (46/46),Write a passage about love that makes the reader feel <b>fearful</b>:,I am afraid of love. I am afraid of the way it makes me feel. I am afraid of the way I feel when I am not in love. I am afraid of the person I become when I am in love. I am afraid of how much I love you. I am afraid of how much you love me. I am afraid of how much we love each other. I am afraid of how much love we have for each other. I am afraid of the way we love each other. I am scared of the way we love each other so much. I am afraid of the way you love me.,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,Seemed straight forward and correct.,,,2,1
228,3S37Y8CWJHNUD6V1T4PHW4FGV9RW40,3FFJ6VRILBBY07RPBO328UBJOOC0IS,A36QGCT3MMXC4Q,128,100% (4/4),Write a passage about love that makes the reader feel <b>fearful</b>:,"Love is like a drug. It makes you feel like you’re the only person in the world. It makes you feel like you can do anything. It makes you feel like you are invincible. It makes you feel like you could take on the world. It makes you feel so good that you don’t want to feel anything else. It makes you feel like you have everything you could ever want. It makes you feel like you don’t need anything else. It makes you feel so good, that you don’t want it to end.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,,,,1,1
229,3S37Y8CWJHNUD6V1T4PHW4FGV9RW40,3DHE4R9OC6YR0QO80N7D66RI696G22,A3PUUVUDORJS8W,226,100% (128/128),Write a passage about love that makes the reader feel <b>fearful</b>:,"Love is like a drug. It makes you feel like you’re the only person in the world. It makes you feel like you can do anything. It makes you feel like you are invincible. It makes you feel like you could take on the world. It makes you feel so good that you don’t want to feel anything else. It makes you feel like you have everything you could ever want. It makes you feel like you don’t need anything else. It makes you feel so good, that you don’t want it to end.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,,,,-1,-1
230,3S37Y8CWJHNUD6V1T4PHW4FGV9RW40,3U84XHCDIM01ULY0UTEQKS4M1DU4Z9,AGA1PIIWM8I8D,202,0% (0/0),Write a passage about love that makes the reader feel <b>fearful</b>:,"Love is like a drug. It makes you feel like you’re the only person in the world. It makes you feel like you can do anything. It makes you feel like you are invincible. It makes you feel like you could take on the world. It makes you feel so good that you don’t want to feel anything else. It makes you feel like you have everything you could ever want. It makes you feel like you don’t need anything else. It makes you feel so good, that you don’t want it to end.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT,,,,-2,-1
231,3J5XXLQDIVYWGLCS3GF20X4WA0U3VD,3P1L2B7ADBCLTPREYC2QQBZT3VMLOH,A2I4PRZ9IZMKON,14,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"“I don’t know why I love you,” she said. “I just do.”<br><br>“I don‘t know why I love you, either,” he said. “I just do, too.”<br><br>“We’re perfect for each other,” she said.<br><br>“We’ve got to be,” he said.<br><br>“I’m not going to let you go,” she said.<br>“I’m never going to let you go",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",OPT,No,,,2,1
232,3J5XXLQDIVYWGLCS3GF20X4WA0U3VD,3F6HPJW4JNNNXCE8FSBVS9D60X2W2N,A35TF71Q0XO0PH,13,100% (16/16),Write a story about lovers with <b>indirect</b> characterization:,"“I don’t know why I love you,” she said. “I just do.”<br><br>“I don‘t know why I love you, either,” he said. “I just do, too.”<br><br>“We’re perfect for each other,” she said.<br><br>“We’ve got to be,” he said.<br><br>“I’m not going to let you go,” she said.<br>“I’m never going to let you go",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",OPT,inconsistency,,,1,1
233,3J5XXLQDIVYWGLCS3GF20X4WA0U3VD,36WLNQG789XN4PSDDLA07W9ANZ4BEI,A3PUUVUDORJS8W,384,100% (128/128),Write a story about lovers with <b>indirect</b> characterization:,"“I don’t know why I love you,” she said. “I just do.”<br><br>“I don‘t know why I love you, either,” he said. “I just do, too.”<br><br>“We’re perfect for each other,” she said.<br><br>“We’ve got to be,” he said.<br><br>“I’m not going to let you go,” she said.<br>“I’m never going to let you go",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",OPT,The last sentence isn’t in quotation marks.,,,1,1
234,3ZCC2DXSEGRE0I4LXCVCXQ431IQYYM,38JBBYETQYX3JQ74Y60DZI34D7U4EC,A173A97OFDAX9F,19,100% (5/5),Write a story about lovers with <b>indirect</b> characterization:,"“I don’t know what I’m doing here,” he said. “I’m not the kind of guy who goes to bars.”<br><br>“I’m not the type of girl who goes to bars either,” she said. “But I’m here.”<br><br>“Why?”<br><br>“I don‘t know.”<br><br>“You don’t know?”<br><br>“No.”<br><br>“Then why are you here?",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",OPT,none,,,2,1
235,3ZCC2DXSEGRE0I4LXCVCXQ431IQYYM,3FFJ6VRILBBY07RPBO328UBJOO9I07,AKQAI78JTXXC9,310,100% (149/149),Write a story about lovers with <b>indirect</b> characterization:,"“I don’t know what I’m doing here,” he said. “I’m not the kind of guy who goes to bars.”<br><br>“I’m not the type of girl who goes to bars either,” she said. “But I’m here.”<br><br>“Why?”<br><br>“I don‘t know.”<br><br>“You don’t know?”<br><br>“No.”<br><br>“Then why are you here?",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",OPT,,,,0,0
236,3ZCC2DXSEGRE0I4LXCVCXQ431IQYYM,3TYCR1GOTM6XST5L0LD7696XNZXZL5,ANHDHJMXXH1O3,279,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"“I don’t know what I’m doing here,” he said. “I’m not the kind of guy who goes to bars.”<br><br>“I’m not the type of girl who goes to bars either,” she said. “But I’m here.”<br><br>“Why?”<br><br>“I don‘t know.”<br><br>“You don’t know?”<br><br>“No.”<br><br>“Then why are you here?",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",OPT,inconsistency,,,1,1
237,3EQVJH0T598WX1F2D64P39HLWKVTHT,345LHZDED7FZQQLMOSAZTVX1LVRU3X,A35TF71Q0XO0PH,265,100% (16/16),Write a story about lovers with <b>indirect</b> characterization:,"The story is about a man and a woman who meet and fall in love. The man is a scientist and the woman is a painter. The man is a scientist and he is very intelligent. The woman is a painter and she is very creative. The man is a scientist and very logical. The woman is a painter and very emotional. The man is a scientist and logical. The woman is a painter, and very emotional. The man is logical. The woman is emotional. The man is intelligent. The woman is creative. The man is a scientist. The woman is a painter. The man and the woman are lovers.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",OPT,passage,,,1,1
