,HITId,AssignmentId,WorkerId,WorkTimeInSeconds,LifetimeApprovalRate,Input.prompt,Input.response,Input.aspect,Input.definition,Answer.Others,Approve,Reject,Score,3Score
519,3VMV5CHJ0H2IX5KRT0M7I95JF87GTE,3FE2ERCCZ7VBKA6CQ4VX7S8D2ALPOL,A1OWM3QO7QAKBN,364,100% (17/17),Write a story about lovers with <b>indirect</b> characterization:,"Though they had been dating for over a year, John and Jane's relationship was still relatively new. They were both still getting to know each other and exploring their feelings. However, they were both very much in love.<br><br>One night, they were lying in bed together, talking about their hopes and dreams for the future. Jane was telling John about her dream of opening her own bakery, and John was telling Jane about his dream of becoming a successful writer. They were both very excited about their plans and dreams.<br><br>Suddenly, John's phone rang. He saw that it was his mother, so he answered it. Jane could tell that something was wrong, as John's face became serious. He told his mother that he would be right there and hung up the phone.<br><br>John turned to Jane and explained that his father had been in a car accident and was in the hospital. He said that he had to go to the hospital to be with his family. Jane said that she would go with him, but John said that it was best if she stayed home.<br><br>Jane was worried about John and his family, but she understood that he needed to be with them. She told him to call her as soon as he could and let her know how his father was doing. John promised that he would and then he left.<br><br>Jane was left alone in the apartment, feeling worried and helpless. She didn't know what to do, so she just sat there and waited for John to call.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
520,3VMV5CHJ0H2IX5KRT0M7I95JF87GTE,39OWYR0EPUEBNBLKIO8QXPSBEE0YF5,AF3YJOJWCSJH2,371,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"Though they had been dating for over a year, John and Jane's relationship was still relatively new. They were both still getting to know each other and exploring their feelings. However, they were both very much in love.<br><br>One night, they were lying in bed together, talking about their hopes and dreams for the future. Jane was telling John about her dream of opening her own bakery, and John was telling Jane about his dream of becoming a successful writer. They were both very excited about their plans and dreams.<br><br>Suddenly, John's phone rang. He saw that it was his mother, so he answered it. Jane could tell that something was wrong, as John's face became serious. He told his mother that he would be right there and hung up the phone.<br><br>John turned to Jane and explained that his father had been in a car accident and was in the hospital. He said that he had to go to the hospital to be with his family. Jane said that she would go with him, but John said that it was best if she stayed home.<br><br>Jane was worried about John and his family, but she understood that he needed to be with them. She told him to call her as soon as he could and let her know how his father was doing. John promised that he would and then he left.<br><br>Jane was left alone in the apartment, feeling worried and helpless. She didn't know what to do, so she just sat there and waited for John to call.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
521,3VMV5CHJ0H2IX5KRT0M7I95JF87GTE,3JCG6DTRVDDZ5YK75U2QW2TNM7VQQR,ASJ6VEA1F2APQ,207,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"Though they had been dating for over a year, John and Jane's relationship was still relatively new. They were both still getting to know each other and exploring their feelings. However, they were both very much in love.<br><br>One night, they were lying in bed together, talking about their hopes and dreams for the future. Jane was telling John about her dream of opening her own bakery, and John was telling Jane about his dream of becoming a successful writer. They were both very excited about their plans and dreams.<br><br>Suddenly, John's phone rang. He saw that it was his mother, so he answered it. Jane could tell that something was wrong, as John's face became serious. He told his mother that he would be right there and hung up the phone.<br><br>John turned to Jane and explained that his father had been in a car accident and was in the hospital. He said that he had to go to the hospital to be with his family. Jane said that she would go with him, but John said that it was best if she stayed home.<br><br>Jane was worried about John and his family, but she understood that he needed to be with them. She told him to call her as soon as he could and let her know how his father was doing. John promised that he would and then he left.<br><br>Jane was left alone in the apartment, feeling worried and helpless. She didn't know what to do, so she just sat there and waited for John to call.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,0,0
522,338431Z1GU2T93OXDUUKN3D3I91ORW,3WI0P0II6BF5SQV2DNL61TWTZEZDR1,A1OWM3QO7QAKBN,86,100% (17/17),Write a story about lovers with <b>indirect</b> characterization:,"Though they had only been dating for a few months, John and Jane were already inseparable. They were always together, whether they were out on a date or just hanging out at one of their apartments. They were always laughing and joking around with each other, and it was clear that they were deeply in love.<br><br>One day, John and Jane were out on a date at a fancy restaurant. They were having a great time, but Jane could tell that something was bothering John. Finally, after dinner was finished and they were walking back to the car, she asked him what was wrong.<br><br>John hesitated for a moment, but then he finally told her that he had been diagnosed with cancer. Jane was devastated. She had no idea what to say or do, but she knew that she loved him and would support him through anything.<br><br>The two of them continued to date and support each other through John's treatment. It was a difficult time, but their love for each other got them through it. In the end, John beat cancer and they lived happily ever after.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,2,1
523,338431Z1GU2T93OXDUUKN3D3I91ORW,3JRJSWSMQR8I1UO0YSVUPDBYTCV3ER,A3URPJYLG67HCR,73,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"Though they had only been dating for a few months, John and Jane were already inseparable. They were always together, whether they were out on a date or just hanging out at one of their apartments. They were always laughing and joking around with each other, and it was clear that they were deeply in love.<br><br>One day, John and Jane were out on a date at a fancy restaurant. They were having a great time, but Jane could tell that something was bothering John. Finally, after dinner was finished and they were walking back to the car, she asked him what was wrong.<br><br>John hesitated for a moment, but then he finally told her that he had been diagnosed with cancer. Jane was devastated. She had no idea what to say or do, but she knew that she loved him and would support him through anything.<br><br>The two of them continued to date and support each other through John's treatment. It was a difficult time, but their love for each other got them through it. In the end, John beat cancer and they lived happily ever after.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
524,338431Z1GU2T93OXDUUKN3D3I91ORW,3RANCT1ZVP44TLPZ3LP5BEVD3T9BUG,A87S18ZIX476Q,406,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"Though they had only been dating for a few months, John and Jane were already inseparable. They were always together, whether they were out on a date or just hanging out at one of their apartments. They were always laughing and joking around with each other, and it was clear that they were deeply in love.<br><br>One day, John and Jane were out on a date at a fancy restaurant. They were having a great time, but Jane could tell that something was bothering John. Finally, after dinner was finished and they were walking back to the car, she asked him what was wrong.<br><br>John hesitated for a moment, but then he finally told her that he had been diagnosed with cancer. Jane was devastated. She had no idea what to say or do, but she knew that she loved him and would support him through anything.<br><br>The two of them continued to date and support each other through John's treatment. It was a difficult time, but their love for each other got them through it. In the end, John beat cancer and they lived happily ever after.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",inconsistency,,,0,0
525,3MQKOF1EFBB7D2EUMFQAZ89L6A9DWR,3URFVVM16F50BJSF9Z58XW2GUVEZUR,A1OWM3QO7QAKBN,436,100% (17/17),Write a story about lovers with <b>indirect</b> characterization:,"Though they had been dating for over a year, Jane and John had never said ""I love you."" Not for lack of feeling, but because they both knew that those three little words carried a lot of weight. They were content to simply enjoy each other's company and let their actions speak for themselves.<br><br>One evening, as they were lying in bed together after making love, John looked at Jane and said, ""I don't say this lightly, but I love you. I'm not sure what the future holds, but I want to be with you.""<br><br>Jane's heart swelled with happiness, and she kissed him gently. ""I love you too,"" she said. ""I'm not sure what the future holds either, but I know that I want to be with you too.""<br><br>They lay there in each other's arms, content in the knowledge that they had found something special in each other.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
526,3MQKOF1EFBB7D2EUMFQAZ89L6A9DWR,3A4NIXBJ7GMXTM62LWNDY7AO20ALM9,A36QGCT3MMXC4Q,73,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"Though they had been dating for over a year, Jane and John had never said ""I love you."" Not for lack of feeling, but because they both knew that those three little words carried a lot of weight. They were content to simply enjoy each other's company and let their actions speak for themselves.<br><br>One evening, as they were lying in bed together after making love, John looked at Jane and said, ""I don't say this lightly, but I love you. I'm not sure what the future holds, but I want to be with you.""<br><br>Jane's heart swelled with happiness, and she kissed him gently. ""I love you too,"" she said. ""I'm not sure what the future holds either, but I know that I want to be with you too.""<br><br>They lay there in each other's arms, content in the knowledge that they had found something special in each other.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
527,3MQKOF1EFBB7D2EUMFQAZ89L6A9DWR,3Z2R0DQ0JR1TGCSHUSHP6366NYTE2P,ASJ6VEA1F2APQ,27,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"Though they had been dating for over a year, Jane and John had never said ""I love you."" Not for lack of feeling, but because they both knew that those three little words carried a lot of weight. They were content to simply enjoy each other's company and let their actions speak for themselves.<br><br>One evening, as they were lying in bed together after making love, John looked at Jane and said, ""I don't say this lightly, but I love you. I'm not sure what the future holds, but I want to be with you.""<br><br>Jane's heart swelled with happiness, and she kissed him gently. ""I love you too,"" she said. ""I'm not sure what the future holds either, but I know that I want to be with you too.""<br><br>They lay there in each other's arms, content in the knowledge that they had found something special in each other.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,-1,-1
528,3B286OTITN4N9BBJV6GTKH77JB3JA0,3DPNQGW4LV2Z6BEPSOHFNUBRQEU46J,A1OWM3QO7QAKBN,431,100% (17/17),Write a story about lovers with <b>indirect</b> characterization:,"Though they had been dating for over a year, John and Jane were still in the honeymoon phase of their relationship. They were always eager to please one another and went out of their way to make sure the other was happy. They were the perfect couple, always on the same page and in sync with one another.<br><br>One day, Jane came home from work to find John had made her dinner and had even done the dishes. She was touched by his thoughtfulness and they enjoyed a lovely evening together. As they were getting ready for bed, John asked Jane if she wanted to watch a movie. She said she was too tired and just wanted to go to sleep. John was disappointed, but didn't want to push her.<br><br>The next day, John was busy at work and didn't have time to call or text Jane like he usually did. He felt bad, but knew she would understand. When he got home that night, he was surprised to find Jane had made dinner for him. She said she wanted to make sure he was being taken care of. They enjoyed a nice evening together and went to bed happy.<br><br>It was clear to both of them that they were perfect for each other. They loved making each other happy and always went out of their way to do so. They were the perfect example of a happy and healthy relationship.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
529,3B286OTITN4N9BBJV6GTKH77JB3JA0,3PQMUDRV71T97285FES8EYBF4NOII4,AKQAI78JTXXC9,63,100% (132/132),Write a story about lovers with <b>indirect</b> characterization:,"Though they had been dating for over a year, John and Jane were still in the honeymoon phase of their relationship. They were always eager to please one another and went out of their way to make sure the other was happy. They were the perfect couple, always on the same page and in sync with one another.<br><br>One day, Jane came home from work to find John had made her dinner and had even done the dishes. She was touched by his thoughtfulness and they enjoyed a lovely evening together. As they were getting ready for bed, John asked Jane if she wanted to watch a movie. She said she was too tired and just wanted to go to sleep. John was disappointed, but didn't want to push her.<br><br>The next day, John was busy at work and didn't have time to call or text Jane like he usually did. He felt bad, but knew she would understand. When he got home that night, he was surprised to find Jane had made dinner for him. She said she wanted to make sure he was being taken care of. They enjoyed a nice evening together and went to bed happy.<br><br>It was clear to both of them that they were perfect for each other. They loved making each other happy and always went out of their way to do so. They were the perfect example of a happy and healthy relationship.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
530,3B286OTITN4N9BBJV6GTKH77JB3JA0,3VBEN272MUMK5P56U2MJXO4MY86SGM,AUMH36HXXTC86,15,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"Though they had been dating for over a year, John and Jane were still in the honeymoon phase of their relationship. They were always eager to please one another and went out of their way to make sure the other was happy. They were the perfect couple, always on the same page and in sync with one another.<br><br>One day, Jane came home from work to find John had made her dinner and had even done the dishes. She was touched by his thoughtfulness and they enjoyed a lovely evening together. As they were getting ready for bed, John asked Jane if she wanted to watch a movie. She said she was too tired and just wanted to go to sleep. John was disappointed, but didn't want to push her.<br><br>The next day, John was busy at work and didn't have time to call or text Jane like he usually did. He felt bad, but knew she would understand. When he got home that night, he was surprised to find Jane had made dinner for him. She said she wanted to make sure he was being taken care of. They enjoyed a nice evening together and went to bed happy.<br><br>It was clear to both of them that they were perfect for each other. They loved making each other happy and always went out of their way to do so. They were the perfect example of a happy and healthy relationship.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,2,1
531,3THR0FZ96YGI65TK8AXO1R44CHCLO3,3OLQQLKKN2CTM8QP1DNH5KSNP9FJEH,A1JMVBYWF4R66N,30,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"Though they had been dating for months, John and Jane's relationship was still relatively new. They were still in that stage where they were getting to know each other, learning about each other's likes and dislikes. One thing they did know about each other, however, was that they were madly in love.<br><br>They were always finding new things to love about each other. Jane loved the way John was always willing to lend a helping hand, no matter what the task was. John loved the way Jane always had a kind word for everyone, no matter who they were.<br><br>They were currently lying in bed, post-coital, just enjoying each other's presence. Jane was tracing lazy patterns on John's chest with her finger, while John was playing with her hair.<br><br>""I love you,"" Jane said suddenly.<br><br>""I love you too,"" John replied, smiling.<br><br>They kissed each other gently, content in each other's arms. They knew that, no matter what happened in the future, they would always have each other.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
532,3THR0FZ96YGI65TK8AXO1R44CHCLO3,3LBXNTKX01IDMW4XA6MW4FZR9A59XC,A1OWM3QO7QAKBN,385,100% (17/17),Write a story about lovers with <b>indirect</b> characterization:,"Though they had been dating for months, John and Jane's relationship was still relatively new. They were still in that stage where they were getting to know each other, learning about each other's likes and dislikes. One thing they did know about each other, however, was that they were madly in love.<br><br>They were always finding new things to love about each other. Jane loved the way John was always willing to lend a helping hand, no matter what the task was. John loved the way Jane always had a kind word for everyone, no matter who they were.<br><br>They were currently lying in bed, post-coital, just enjoying each other's presence. Jane was tracing lazy patterns on John's chest with her finger, while John was playing with her hair.<br><br>""I love you,"" Jane said suddenly.<br><br>""I love you too,"" John replied, smiling.<br><br>They kissed each other gently, content in each other's arms. They knew that, no matter what happened in the future, they would always have each other.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,0,0
533,3THR0FZ96YGI65TK8AXO1R44CHCLO3,35BLDD71IGK0OYHFEPFDTI4Z82UZVN,ASJ6VEA1F2APQ,67,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"Though they had been dating for months, John and Jane's relationship was still relatively new. They were still in that stage where they were getting to know each other, learning about each other's likes and dislikes. One thing they did know about each other, however, was that they were madly in love.<br><br>They were always finding new things to love about each other. Jane loved the way John was always willing to lend a helping hand, no matter what the task was. John loved the way Jane always had a kind word for everyone, no matter who they were.<br><br>They were currently lying in bed, post-coital, just enjoying each other's presence. Jane was tracing lazy patterns on John's chest with her finger, while John was playing with her hair.<br><br>""I love you,"" Jane said suddenly.<br><br>""I love you too,"" John replied, smiling.<br><br>They kissed each other gently, content in each other's arms. They knew that, no matter what happened in the future, they would always have each other.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
534,36BTXXLZ34VP5AEFUAFB957Y1I1R4P,3I2PTA7R33HDUVMCSPIT0GHEN1XQKT,A1OWM3QO7QAKBN,341,100% (17/17),Write a story about lovers with <b>indirect</b> characterization:,"Though they had been dating for over a year, John and Jane's relationship was still relatively new. They were both still getting to know each other, and there were many things they hadn't yet shared with one another. One thing they did know about each other, however, was that they were madly in love.<br><br>They spent every waking moment together, and when they were apart, they were constantly thinking about one another. They were always eager to share new experiences with each other and to learn more about each other.<br><br>Their love was the kind that people write songs and stories about. It was the kind of love that made them both feel like they could conquer the world.<br><br>Though they had never said it out loud, they both knew that they were destined to be together forever.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,-1,-1
535,36BTXXLZ34VP5AEFUAFB957Y1I1R4P,3TYCR1GOTM6XST5L0LD7696XH53LZ3,A87S18ZIX476Q,178,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"Though they had been dating for over a year, John and Jane's relationship was still relatively new. They were both still getting to know each other, and there were many things they hadn't yet shared with one another. One thing they did know about each other, however, was that they were madly in love.<br><br>They spent every waking moment together, and when they were apart, they were constantly thinking about one another. They were always eager to share new experiences with each other and to learn more about each other.<br><br>Their love was the kind that people write songs and stories about. It was the kind of love that made them both feel like they could conquer the world.<br><br>Though they had never said it out loud, they both knew that they were destined to be together forever.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",inconsistency,,,1,1
536,36BTXXLZ34VP5AEFUAFB957Y1I1R4P,3DHE4R9OC6YR0QO80N7D66RI0E82GU,ASJ6VEA1F2APQ,38,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"Though they had been dating for over a year, John and Jane's relationship was still relatively new. They were both still getting to know each other, and there were many things they hadn't yet shared with one another. One thing they did know about each other, however, was that they were madly in love.<br><br>They spent every waking moment together, and when they were apart, they were constantly thinking about one another. They were always eager to share new experiences with each other and to learn more about each other.<br><br>Their love was the kind that people write songs and stories about. It was the kind of love that made them both feel like they could conquer the world.<br><br>Though they had never said it out loud, they both knew that they were destined to be together forever.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,0,0
537,309D674SI885K7A5RSZ3SOEIB9FBC9,33PPO7FEC52SZRSJN0RXN1V2CIIDIZ,A1OWM3QO7QAKBN,407,100% (17/17),Write a story about lovers with <b>indirect</b> characterization:,"Though they had been dating for months, John and Jane's relationship was still relatively new. They were still getting to know each other and learning about each other's likes, dislikes, and quirks. One thing they did know about each other, however, was that they were madly in love.<br><br>They were always finding new things to love about each other. Jane loved the way John was always willing to try new things, even if he was a little bit scared. John loved the way Jane was always so confident and sure of herself.<br><br>Though they had never said it out loud, they both knew that they were meant to be together. They just fit so perfectly.<br><br>One day, they were out on a date and Jane was wearing a new dress. John told her how beautiful she looked and Jane blushed. They were sitting across from each other at a small table and John reached out to take her hand.<br><br>""I love you, Jane,"" he said, looking into her eyes.<br><br>""I love you too, John,"" she replied, smiling.<br><br>They both knew that this was only the beginning of a beautiful journey that they would take together. They had a lifetime of happiness and love ahead of them and they couldn't wait to see what the future held.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
538,309D674SI885K7A5RSZ3SOEIB9FBC9,3QAVNHZ3EWRWRLXDOTX8PGFO8JHALA,A307K1CZXGBN4L,176,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"Though they had been dating for months, John and Jane's relationship was still relatively new. They were still getting to know each other and learning about each other's likes, dislikes, and quirks. One thing they did know about each other, however, was that they were madly in love.<br><br>They were always finding new things to love about each other. Jane loved the way John was always willing to try new things, even if he was a little bit scared. John loved the way Jane was always so confident and sure of herself.<br><br>Though they had never said it out loud, they both knew that they were meant to be together. They just fit so perfectly.<br><br>One day, they were out on a date and Jane was wearing a new dress. John told her how beautiful she looked and Jane blushed. They were sitting across from each other at a small table and John reached out to take her hand.<br><br>""I love you, Jane,"" he said, looking into her eyes.<br><br>""I love you too, John,"" she replied, smiling.<br><br>They both knew that this was only the beginning of a beautiful journey that they would take together. They had a lifetime of happiness and love ahead of them and they couldn't wait to see what the future held.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",No,,,1,1
539,309D674SI885K7A5RSZ3SOEIB9FBC9,3ON104KXQUJX0QTVJ6UJLOA4EGTW4I,AUMH36HXXTC86,37,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"Though they had been dating for months, John and Jane's relationship was still relatively new. They were still getting to know each other and learning about each other's likes, dislikes, and quirks. One thing they did know about each other, however, was that they were madly in love.<br><br>They were always finding new things to love about each other. Jane loved the way John was always willing to try new things, even if he was a little bit scared. John loved the way Jane was always so confident and sure of herself.<br><br>Though they had never said it out loud, they both knew that they were meant to be together. They just fit so perfectly.<br><br>One day, they were out on a date and Jane was wearing a new dress. John told her how beautiful she looked and Jane blushed. They were sitting across from each other at a small table and John reached out to take her hand.<br><br>""I love you, Jane,"" he said, looking into her eyes.<br><br>""I love you too, John,"" she replied, smiling.<br><br>They both knew that this was only the beginning of a beautiful journey that they would take together. They had a lifetime of happiness and love ahead of them and they couldn't wait to see what the future held.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
540,3S829FDFUBOM22JKWKMW1RNSFCFDXK,3R0T90IZ12Z4Y8GAXGWJIJ04C5DCG5,A1OWM3QO7QAKBN,464,100% (17/17),Write a <b>fast-paced</b> story about lovers:,"They met in a crowded bar, both looking for a little escape from their mundane lives. They locked eyes across the room and felt an instant connection. They started talking and didn't stop for hours. They were both thrilled to have found someone who understood them so well.<br><br>They started dating soon after and were inseparable. They were always up for adventure, whether it was exploring new neighborhoods or trying new restaurants. They loved spending time together and just being in each other's company.<br><br>Their friends and family all saw how happy they were and commented on how perfect they seemed for each other.<br><br>Everything was perfect until one fateful day when they got into a huge argument. It seemed like they could never see eye to eye on anything anymore. They fought all the time and the once happy relationship was quickly deteriorating.<br><br>They decided to take a break, hoping that some time apart would help them miss each other and realize how much they loved each other. But it only made things worse. The more time they spent apart, the more they realized that they were better off without each other.<br><br>They officially broke up a few months later, but the damage was done. Their relationship was over for good.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",,,,2,1
541,3S829FDFUBOM22JKWKMW1RNSFCFDXK,3GNA64GUZORACC19L2ENYRYWQCF5Q2,A2GSJLX3J6TMDH,91,0% (0/0),Write a <b>fast-paced</b> story about lovers:,"They met in a crowded bar, both looking for a little escape from their mundane lives. They locked eyes across the room and felt an instant connection. They started talking and didn't stop for hours. They were both thrilled to have found someone who understood them so well.<br><br>They started dating soon after and were inseparable. They were always up for adventure, whether it was exploring new neighborhoods or trying new restaurants. They loved spending time together and just being in each other's company.<br><br>Their friends and family all saw how happy they were and commented on how perfect they seemed for each other.<br><br>Everything was perfect until one fateful day when they got into a huge argument. It seemed like they could never see eye to eye on anything anymore. They fought all the time and the once happy relationship was quickly deteriorating.<br><br>They decided to take a break, hoping that some time apart would help them miss each other and realize how much they loved each other. But it only made things worse. The more time they spent apart, the more they realized that they were better off without each other.<br><br>They officially broke up a few months later, but the damage was done. Their relationship was over for good.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.","No, seems alright.",,,1,1
542,3S829FDFUBOM22JKWKMW1RNSFCFDXK,3LRKMWOKBF4RR7JDQFV2RD7OB4Y2ZF,AF0W4ZBY7VXOU,130,0% (0/0),Write a <b>fast-paced</b> story about lovers:,"They met in a crowded bar, both looking for a little escape from their mundane lives. They locked eyes across the room and felt an instant connection. They started talking and didn't stop for hours. They were both thrilled to have found someone who understood them so well.<br><br>They started dating soon after and were inseparable. They were always up for adventure, whether it was exploring new neighborhoods or trying new restaurants. They loved spending time together and just being in each other's company.<br><br>Their friends and family all saw how happy they were and commented on how perfect they seemed for each other.<br><br>Everything was perfect until one fateful day when they got into a huge argument. It seemed like they could never see eye to eye on anything anymore. They fought all the time and the once happy relationship was quickly deteriorating.<br><br>They decided to take a break, hoping that some time apart would help them miss each other and realize how much they loved each other. But it only made things worse. The more time they spent apart, the more they realized that they were better off without each other.<br><br>They officially broke up a few months later, but the damage was done. Their relationship was over for good.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",It does not seem fast paced.,,,-1,-1
543,3Z8UJEJOD80YJEZP0FA68FFYHWZ93Z,3I7DHKZYGXNDLNB07M3TMSUIJ9QF50,A1OWM3QO7QAKBN,390,100% (17/17),Write a <b>fast-paced</b> story about lovers:,"The lovers raced through the night, their hearts pounding in time with the thundering hooves of the horses they rode. They had been pursued for days, and they knew that their only chance was to make it to the border. If they could make it across, they would be safe.<br><br>The moonlight glinted off of the swords they carried, and they rode with all the skill of the greatest warriors. But their pursuers were gaining on them.<br><br>They could see the lights of the border town in the distance, and they pushed their horses to go faster. But they were running out of time.<br><br>The pursuers were right behind them now, and the lovers knew that they wouldn't be able to make it. They turned to face their pursuers, swords drawn.<br><br>And then, in a flash of light, they were gone.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",,,,2,1
544,3Z8UJEJOD80YJEZP0FA68FFYHWZ93Z,3VBEN272MUMK5P56U2MJXO4MY82SGI,AF0W4ZBY7VXOU,77,0% (0/0),Write a <b>fast-paced</b> story about lovers:,"The lovers raced through the night, their hearts pounding in time with the thundering hooves of the horses they rode. They had been pursued for days, and they knew that their only chance was to make it to the border. If they could make it across, they would be safe.<br><br>The moonlight glinted off of the swords they carried, and they rode with all the skill of the greatest warriors. But their pursuers were gaining on them.<br><br>They could see the lights of the border town in the distance, and they pushed their horses to go faster. But they were running out of time.<br><br>The pursuers were right behind them now, and the lovers knew that they wouldn't be able to make it. They turned to face their pursuers, swords drawn.<br><br>And then, in a flash of light, they were gone.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",I observed no failures,,,2,1
545,3Z8UJEJOD80YJEZP0FA68FFYHWZ93Z,3ON104KXQUJX0QTVJ6UJLOA4EGKW49,AKQAI78JTXXC9,42,100% (132/132),Write a <b>fast-paced</b> story about lovers:,"The lovers raced through the night, their hearts pounding in time with the thundering hooves of the horses they rode. They had been pursued for days, and they knew that their only chance was to make it to the border. If they could make it across, they would be safe.<br><br>The moonlight glinted off of the swords they carried, and they rode with all the skill of the greatest warriors. But their pursuers were gaining on them.<br><br>They could see the lights of the border town in the distance, and they pushed their horses to go faster. But they were running out of time.<br><br>The pursuers were right behind them now, and the lovers knew that they wouldn't be able to make it. They turned to face their pursuers, swords drawn.<br><br>And then, in a flash of light, they were gone.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",,,,1,1
546,334ZEL5JYF25AIOASJUPDDIZ4BKOSK,3ERET4BTVWW72W5QBN77ELRPD1T9KQ,A1OWM3QO7QAKBN,356,100% (17/17),Write a <b>fast-paced</b> story about lovers:,"Lovers on the run, they never thought it would come to this. On the run from the law, they had to take whatever chances they could to stay together. Sometimes that meant breaking into abandoned houses, sleeping in cars, and stealing food to survive. But they had each other and that was all that mattered.<br><br>They were in it for the long haul, no matter what happened. But then one night, things took a turn for the worse. The police were hot on their trail and they had no choice but to split up. They promised to meet back up as soon as they could, but it was a promise that neither of them could keep.<br><br>Years went by and they both moved on with their lives, never forgetting each other but never able to find their way back to one another. Until one day, out of the blue, they ran into each other again. It was like no time had passed at all and they were finally able to pick up where they left off.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",,,,1,1
547,334ZEL5JYF25AIOASJUPDDIZ4BKOSK,34T446B1CA17N45PJE7GXRDO5OV0CX,A3PUUVUDORJS8W,31,100% (68/68),Write a <b>fast-paced</b> story about lovers:,"Lovers on the run, they never thought it would come to this. On the run from the law, they had to take whatever chances they could to stay together. Sometimes that meant breaking into abandoned houses, sleeping in cars, and stealing food to survive. But they had each other and that was all that mattered.<br><br>They were in it for the long haul, no matter what happened. But then one night, things took a turn for the worse. The police were hot on their trail and they had no choice but to split up. They promised to meet back up as soon as they could, but it was a promise that neither of them could keep.<br><br>Years went by and they both moved on with their lives, never forgetting each other but never able to find their way back to one another. Until one day, out of the blue, they ran into each other again. It was like no time had passed at all and they were finally able to pick up where they left off.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",,,,1,1
